,tic,date,statDate,dupontROE,dupontAssetStoEquity,dupontAssetTurn,dupontPnitoni,dupontNitogr,dupontTaxBurden,dupontIntburden,dupontEbittogr
337,sh.601888,2020-08-29,2020-06-30,0.049575,1.726634,0.595815,1.192993,0.040394,0.671705,1.119519,0.053716
338,sh.601888,2020-10-28,2020-09-30,0.160034,1.765874,1.006422,0.996584,0.090357,0.756363,1.044543,0.114367
339,sh.601888,2021-04-22,2020-12-31,0.291011,1.720644,1.448817,0.836901,0.139486,0.758549,1.024558,0.179478
340,sh.601899,2019-04-30,2019-03-31,0.021302,2.752822,0.256993,0.832931,0.036151,0.734049,0.722331,0.068180
341,sh.601899,2019-08-30,2019-06-30,0.045547,2.819383,0.585706,0.827741,0.033322,0.736686,0.775156,0.058352
342,sh.601899,2019-10-30,2019-09-30,0.073225,2.806614,0.882109,0.840708,0.035181,0.735440,0.807301,0.059255
343,sh.601899,2020-03-21,2019-12-31,0.093494,2.583006,1.149912,0.846481,0.037186,0.725653,0.830032,0.061738
344,sh.601899,2020-04-29,2020-03-31,0.020630,2.613535,0.274464,0.784075,0.036680,0.732880,0.794016,0.063033
345,sh.601899,2020-08-22,2020-06-30,0.047714,2.696033,0.607686,0.783368,0.037177,0.754910,0.821759,0.059929
346,sh.601899,2020-10-20,2020-09-30,0.088259,2.844707,0.885060,0.788751,0.044444,0.783797,0.864673,0.065578
347,sh.601899,2021-03-20,2020-12-31,0.120837,2.841918,1.120396,0.769511,0.049318,0.779828,0.892456,0.070862
348,sh.601919,2019-04-27,2019-03-31,0.026421,9.308909,0.144835,0.629223,0.031144,0.853985,0.494367,0.073770
349,sh.601919,2019-08-31,2019-06-30,0.047313,9.257009,0.297853,0.570656,0.030070,0.857658,0.486453,0.072074
350,sh.601919,2019-10-31,2019-09-30,0.078832,9.171942,0.453315,0.600488,0.031574,0.861582,0.523124,0.070054
351,sh.601919,2020-03-31,2019-12-31,0.232260,8.418926,0.616095,0.653552,0.068516,0.867780,0.695890,0.113459
352,sh.601919,2020-04-30,2020-03-31,0.008188,7.187123,0.141118,0.432371,0.018672,0.808924,0.431109,0.053543
353,sh.601919,2020-08-29,2020-06-30,0.031470,7.148217,0.286690,0.586671,0.026175,0.849190,0.527411,0.058443
354,sh.601919,2020-10-31,2020-09-30,0.103838,6.856917,0.461776,0.697860,0.046992,0.913390,0.683744,0.075245
355,sh.601919,2021-03-31,2020-12-31,0.250452,6.738063,0.641239,0.752766,0.077003,0.945495,0.801716,0.101585
356,sh.601995,2019-05-13,2019-03-31,0.021325,6.981817,,0.988742,0.283524,0.797916,,
357,sh.601995,2019-08-28,2019-06-30,0.043918,6.961079,,0.990111,0.272067,0.784639,,
358,sh.601995,2019-11-19,2019-09-30,0.072071,6.868030,,0.991591,0.282832,0.795265,,
359,sh.601995,2020-04-27,2019-12-31,0.093697,6.856876,,0.997856,0.269613,0.801230,,
360,sh.601995,2020-08-25,2020-06-30,0.061888,7.940845,,0.991241,0.293424,0.808350,,
361,sh.601995,2020-10-30,2020-09-30,0.093229,7.914227,,0.993011,0.293180,0.801845,,
362,sh.601995,2021-03-31,2020-12-31,0.120196,7.225889,,0.992470,0.306944,0.833514,,
363,sh.603259,2019-04-30,2019-03-31,0.021427,1.287119,0.119292,0.934557,0.149322,0.821632,0.799587,0.227290
364,sh.603259,2019-08-20,2019-06-30,0.059630,1.328728,0.250314,0.956376,0.187461,0.862266,1.015122,0.214167
365,sh.603259,2019-10-31,2019-09-30,0.101134,1.433447,0.370862,0.970701,0.195982,0.847368,1.049127,0.220453
366,sh.603259,2020-03-25,2019-12-31,0.105974,1.483026,0.495978,0.970253,0.148491,0.817901,1.002519,0.181095
367,sh.603259,2020-04-30,2020-03-31,0.017286,1.696100,0.107197,0.993230,0.095719,0.733727,0.930489,0.140202
368,sh.603259,2020-08-14,2020-06-30,0.095811,1.677081,0.240589,0.994025,0.238885,0.898810,0.957592,0.277549
369,sh.603259,2020-10-30,2020-09-30,0.096258,1.498803,0.320385,0.992146,0.202044,0.881469,0.972859,0.235607
370,sh.603259,2021-03-31,2020-12-31,0.118871,1.516490,0.437849,0.991289,0.180597,0.886292,0.970150,0.210037
371,sh.603288,2019-04-26,2019-03-31,0.101079,1.381086,0.272021,0.999657,0.269145,0.832559,1.046228,0.308990
372,sh.603288,2019-08-15,2019-06-30,0.197470,1.386139,0.526292,0.999531,0.270814,0.845027,1.049279,0.305429
373,sh.603288,2019-10-30,2019-09-30,0.265049,1.408882,0.727193,0.999438,0.258849,0.843660,1.054299,0.291015
374,sh.603288,2020-03-26,2019-12-31,0.351523,1.474129,0.881867,0.999429,0.270560,0.839905,1.048266,0.307299
375,sh.603288,2020-04-25,2020-03-31,0.092742,1.437887,0.235331,0.999056,0.274337,0.832141,0.954475,0.345400
376,sh.603288,2020-08-28,2020-06-30,0.194190,1.444540,0.479192,0.999023,0.280809,0.849175,1.054652,0.313548
377,sh.603288,2020-10-31,2020-09-30,0.262582,1.434311,0.684252,0.998735,0.267889,0.842676,1.057004,0.300758
378,sh.603288,2021-03-31,2020-12-31,0.349402,1.481227,0.839673,0.999037,0.281198,0.838612,1.054447,0.317999
379,sh.603501,2019-04-26,2019-03-31,0.030430,3.032080,0.142117,1.145765,0.061634,0.983399,0.977418,0.064122
380,sh.603501,2019-08-30,2019-06-30,0.015259,3.098997,0.301742,1.831695,0.008909,-2.418804,-0.085810,0.042921
381,sh.603501,2019-10-31,2019-09-30,0.029136,2.316022,0.875681,0.356760,0.040268,0.864876,0.725726,0.064156
382,sh.603501,2020-04-10,2019-12-31,0.097393,2.308744,1.234971,0.660212,0.051738,0.899061,0.758423,0.075877
383,sh.603501,2020-04-24,2020-03-31,0.052402,2.174419,0.206636,0.997019,0.116975,0.911911,0.881471,0.145523
384,sh.603501,2020-08-21,2020-06-30,0.113109,2.232669,0.411534,1.013957,0.121408,0.908114,0.897383,0.148980
385,sh.603501,2020-10-29,2020-09-30,0.191720,2.156337,0.719327,1.011070,0.122248,0.904303,0.904319,0.149488
386,sh.603501,2021-04-16,2020-12-31,0.282401,2.093615,0.988130,1.008567,0.135347,0.897025,0.916680,0.164599
387,sh.603986,2019-04-30,2019-03-31,0.020362,1.444148,0.162174,1.002725,0.086706,1.010431,0.698767,0.122803
388,sh.603986,2019-08-28,2019-06-30,0.068113,1.371749,0.318355,1.002411,0.155597,0.951734,1.000357,0.163429
389,sh.603986,2019-10-30,2019-09-30,0.131241,1.263690,0.508936,1.002093,0.203638,0.949640,1.095242,0.195789
390,sh.603986,2020-03-27,2019-12-31,0.170420,1.268397,0.709053,1.002722,0.188976,0.940270,1.013971,0.198211
391,sh.603986,2020-04-29,2020-03-31,0.031486,1.167023,0.129418,1.001258,0.208211,0.934685,1.011883,0.220145
392,sh.603986,2020-08-26,2020-06-30,0.047400,1.117203,0.193645,1.000581,0.218971,1.028515,1.021159,0.208489
393,sh.603986,2020-10-30,2020-09-30,0.085708,1.125859,0.359029,1.000314,0.211969,0.964485,1.017436,0.216008
394,sh.603986,2021-04-17,2020-12-31,0.110645,1.123421,0.502889,1.000240,0.195800,0.937476,1.042353,0.200372
